 Draw_LOAD2, Draw_LOAD3, Draw_STN01, Draw_STN02, Draw_STN03, Draw_STN04, Draw_STN05, Draw_STN06, Draw_STN07, Draw_STN08, Pin_LOAD2, Pin_LOAD3, Pin_STN01, Pin_STN02, Pin_STN03, Pin_STN04, Pin_STN05, Pin_STN06,Pin_STN07,Pin_STN08
202.21,184.18,-161.31,-29.56,-129.43,-26.09,30.26,5.07,43.23,9.51,321.98,298.79,-221.55,-83.13,-127.29,-19.77,106.01,34.74,88.42,7.58
203.67,186.56,-160.74,-13.8,-137.46,-25.23,28.54,5.36,50.1,-0.23,320.57,300.32,-221.26,-87.71,-131.01,-18.63,107.44,30.45,92.14,5.86
205.26,186.37,-164.18,-24.97,-123.13,-23.22,29.4,15.96,43.8,9.23,322.22,299.16,-221.55,-88.57,-124.42,-17.48,109.16,32.74,88.13,14.74
205.81,189.55,-159.88,-24.4,-130.29,-24.08,30.83,4.21,41.51,13.24,322.04,302.82,-224.13,-87.43,-131.01,-19.2,108.3,30.45,92.71,5
205.75,188.88,-167.33,-22.97,-134.02,-26.95,29.11,6.79,39.21,11.81,323.44,301.97,-222.12,-89.15,-129.58,-19.2,110.02,31.02,84.98,7.58
210.63,190.89,-166.18,-26.41,-134.02,-28.96,30.55,5.36,46.38,9.8,325.27,303.43,-222.69,-91.15,-131.01,-15.47,108.02,30.45,95.58,5.86
202.7,190.77,-165.04,-19.24,-137.17,-24.94,31.12,7.94,46.38,11.81,325.76,303.62,-224.98,-88.86,-129.58,-17.48,110.88,31.88,89.85,5.86
208.25,191.2,-165.61,-26.12,-133.16,-25.8,32.84,6.22,42.65,8.65,326.74,303.98,-224.7,-88.86,-131.01,-19.77,109.73,23.57,90.99,6.43
210.88,193.39,-168.76,-23.54,-136.03,-24.08,30.55,5.36,37.5,12.67,327.04,304.9,-226.13,-88,-130.44,-20.35,109.45,30.45,92.14,7.29
194.89,191.2,-166.18,-20.67,-136.6,-23.8,26.25,6.5,42.94,11.81,326.74,307.03,-224.98,-91.15,-128.43,-18.63,112.89,29.87,91.85,7.87
214.29,194.13,-166.76,-23.54,-137.46,-33.83,45.45,6.79,42.65,11.81,329.06,306.91,-226.7,-89.72,-133.3,-20.06,110.02,29.59,90.71,10.73
214.29,196.14,-171.34,-28.7,-137.17,-19.21,27.68,5.07,43.8,10.37,328.33,307.46,-223.27,-86.28,-131.58,-17.77,109.16,33.31,96.15,11.02
213.5,193.52,-174.21,-24.4,-135.45,-24.08,37.42,7.94,43.51,16.1,330.77,309.17,-225.84,-85.71,-131.3,-18.91,111.17,30.73,93.86,6.43
214.42,191.01,-168.76,-27.55,-139.46,-24.94,31.98,3.35,44.37,16.1,330.77,311.06,-227.28,-88.86,-132.44,-18.91,112.89,28.44,92.43,5.86
214.29,192.84,-169.62,-28.98,-146.34,-24.08,37.71,14.53,42.65,12.38,329.67,309.29,-224.98,-87.14,-131.3,-24.93,110.88,28.15,91.85,8.44
214.29,199.56,-171.63,-21.82,-142.33,-28.1,35.99,4.5,43.8,13.24,334.49,313.2,-224.41,-91.72,-134.16,-16.05,110.88,30.45,91.85,7.58
220.15,200.35,-167.33,-21.82,-141.76,-27.81,32.27,5.36,47.24,10.95,334.06,312.04,-226.13,-89.72,-131.01,-19.2,110.59,32.17,92.43,9.59
218.44,201.75,-180.51,-28.41,-144.91,-25.23,35.99,9.08,45.81,10.09,333.58,312.89,-226.99,-90.87,-133.3,-19.49,112.89,30.73,95.01,6.15
218.26,202.37,-174.78,-28.98,-145.19,-34.4,33.98,7.08,42.65,10.09,333.94,313.44,-226.99,-91.44,-133.02,-19.77,112.6,29.59,95.01,5.86
221.25,202.18,-175.64,-27.84,-142.9,-26.09,33.13,7.65,36.35,16.39,335.77,315.09,-227.85,-91.44,-133.59,-22.06,113.17,31.88,93.86,7.58
223.45,201.63,-173.06,-20.67,-148.92,-26.09,35.42,1.92,45.52,14.96,333.82,315.03,-226.13,-92.3,-132.73,-17.77,112.6,31.59,93.86,7.01
223.21,207.25,-175.35,-21.53,-144.34,-25.8,33.98,7.36,47.24,8.08,332.42,316.43,-225.56,-89.15,-133.59,-18.91,113.17,35.03,93,8.44
222.96,204.56,-176.5,-30.13,-150.07,-26.95,38.28,11.95,47.81,10.37,337.73,316.92,-226.13,-91.44,-134.45,-20.06,111.17,31.59,92.71,10.44
223.94,206.58,-178.51,-29.56,-140.61,-26.38,36.28,8.51,48.67,17.82,337.79,315.82,-226.99,-88,-135.02,-18.91,114.61,31.31,97.87,8.44
233.34,206.27,-178.22,-27.84,-146.63,-28.67,28.25,6.79,47.52,12.38,338.76,316.56,-228.14,-87.14,-133.3,-17.19,116.61,30.73,94.43,6.72
225.46,209.57,-178.79,-30.13,-152.65,-32.39,33.7,7.08,48.1,11.23,338.7,319.36,-229.28,-87.71,-133.88,-18.91,115.47,30.73,95.29,8.44
231.87,209.14,-180.8,-28.12,-148.06,-22.37,33.98,5.07,46.66,10.95,339.68,318.69,-225.56,-89.15,-135.88,-19.2,116.61,32.74,95.29,11.59
229.13,212.74,-181.37,-29.56,-148.63,-29.82,36.56,5.36,43.8,11.81,340.05,322.05,-229.57,-88.29,-134.45,-18.63,116.61,31.31,93,8.73
230.41,212.19,-180.8,-29.56,-150.35,-28.96,33.13,5.65,47.81,12.38,339.13,322.48,-226.42,-91.44,-135.31,-20.63,115.18,33.31,94.72,11.02
227.72,213.78,-181.09,-28.41,-152.07,-27.52,40,13.1,46.09,11.23,338.21,322.78,-229.28,-91.44,-136.46,-22.06,116.9,30.45,100.74,9.87
234.01,214.51,-182.52,-28.41,-151.5,-27.24,30.26,2.21,43.51,10.95,338.21,323.64,-231.29,-90.29,-134.74,-20.06,114.89,33.02,95.58,10.16
222.53,212.99,-179.94,-24.69,-152.93,-26.38,36.28,3.93,50.1,11.52,343.04,324.55,-228.14,-89.72,-134.74,-22.35,116.9,31.02,95.29,9.87
233.89,214.45,-181.09,-28.41,-152.65,-27.52,31.41,1.63,46.09,14.67,344.13,325.53,-226.42,-89.15,-135.88,-18.91,115.75,34.46,96.15,10.73
235.29,212.92,-182.23,-31.85,-154.08,-29.82,41.44,0.77,49.53,12.95,344.44,325.59,-230.14,-88.86,-138.17,-21.2,117.76,33.02,99.3,9.3
235.84,221.96,-179.37,-32.71,-152.36,-27.24,35.7,6.22,43.8,15.82,345.72,325.65,-228.42,-91.72,-137.03,-20.06,119.48,31.02,97.87,13.88
236.51,218.72,-188.82,-21.82,-156.66,-28.1,35.99,5.93,41.79,10.95,344.56,328.03,-232.44,-88.86,-135.88,-23.21,119.19,31.02,99.3,9.3
237.24,219.09,-183.66,-24.4,-156.08,-26.95,37.71,5.36,44.37,9.51,347.49,327.73,-230.43,-89.43,-138.75,-17.77,118.04,30.45,97.58,14.46
238.34,219.76,-186.24,-22.68,-155.8,-25.23,35.7,20.55,50.1,14.38,347.13,329.31,-230.72,-92.01,-136.17,-21.2,118.62,32.17,98.16,13.6
240.72,220.74,-180.51,-24.11,-150.93,-28.1,36.56,7.65,50.1,13.81,347.37,330.72,-231.86,-94.3,-137.31,-17.77,120.05,35.6,99.3,11.59
239.81,221.71,-198.85,-18.38,-156.66,-30.68,35.13,5.36,49.53,13.24,348.1,330.72,-229.86,-92.87,-136.74,-18.34,118.9,35.89,97.3,12.45
241.94,222.38,-188.54,-21.25,-159.52,-25.23,37.71,7.08,51.25,11.52,349.75,331.08,-230.72,-92.58,-140.75,-14.9,120.05,35.32,100.74,11.02
240.42,223.54,-188.54,-32.14,-154.36,-30.96,34.84,8.22,65.58,20.12,349.99,332.91,-231.29,-92.58,-140.47,-17.19,119.48,32.74,100.74,7.87
242.19,224.58,-188.82,-22.97,-160.38,-25.8,35.99,5.65,50.68,14.38,350.97,332.18,-228.42,-94.3,-138.46,-17.48,121.2,32.17,99.59,8.15
242.68,227.39,-190.54,-28.12,-157.23,-28.67,38.28,6.5,53.54,8.37,351.64,337.31,-233.58,-94.88,-138.17,-21.78,120.34,36.46,99.3,10.16
244.93,227.45,-191.97,-28.98,-156.66,-28.67,37.14,4.21,52.11,8.08,351.03,335.29,-231.29,-94.88,-141.9,-17.19,119.19,31.88,99.3,8.44
245.73,227.45,-191.4,-29.27,-163.82,-24.66,38.86,5.93,50.39,21.55,352.31,336.7,-230.43,-92.87,-139.03,-16.62,121.48,32.45,97.87,9.59
252.69,228.61,-192.26,-25.83,-161.24,-26.66,35.99,8.8,52.4,12.38,350.67,336.03,-228.71,-94.88,-139.61,-20.92,121.77,33.6,97.01,9.3
248.11,232.64,-191.69,-30.99,-160.96,-26.95,31.98,0.49,50.1,13.53,352.68,338.53,-233.58,-93.16,-143.05,-19.77,122.92,35.6,101.31,9.59
248.84,226.05,-193.98,-25.83,-161.81,-29.82,34.27,7.36,53.26,12.95,355.3,335.9,-231.29,-90.29,-139.61,-17.77,122.92,33.6,101.6,9.59
251.71,233.86,-196.56,-30.99,-162.96,-28.1,35.99,5.36,53.54,12.09,354.02,337.61,-229.28,-94.88,-141.61,-17.19,128.07,33.31,96.44,15.6
249.63,233.86,-195.7,-33,-162.96,-20.36,35.42,5.36,52.68,10.66,360.61,341.4,-231.86,-86.57,-141.33,-19.49,121.77,32.17,97.58,11.59
250.31,233.74,-198.56,-30.13,-163.53,-26.95,34.56,4.79,53.26,10.37,361.41,337.61,-231.86,-93.16,-138.75,-19.49,119.48,34.74,105.89,10.44
249.27,234.65,-201.72,-25.83,-163.53,-29.53,33.13,14.24,54.11,11.81,358.05,342.37,-235.3,-90.87,-144.77,-17.77,126.64,36.18,101.88,9.59
254.21,235.51,-202,-33,-158.66,-28.67,31.98,11.95,51.25,10.37,358.23,346.77,-233.01,-92.01,-142.19,-19.49,122.34,30.45,102.17,10.44
254.46,237.03,-194.84,-30.13,-165.83,-29.82,44.01,4.79,53.54,11.81,359.7,343.53,-236.73,-95.74,-142.76,-17.48,124.92,33.6,99.59,10.73
257.26,237.58,-198.28,-25.55,-166.4,-27.81,36.56,7.65,48.1,11.81,358.6,344.08,-236.16,-87.71,-143.05,-17.48,124.92,39.62,103.6,12.16
256.04,234.84,-201.43,-28.7,-168.12,-25.8,40.29,10.8,50.96,14.67,357.99,344.08,-233.87,-96.6,-140.75,-18.34,126.64,39.62,105.89,6.43
257.45,247.59,-202,-30.7,-171.27,-29.82,33.7,8.51,56.12,14.67,361.22,346.16,-231.86,-94.88,-141.9,-20.63,128.93,35.89,104.75,8.73
257.69,240.45,-201.72,-30.7,-166.69,-28.96,37.71,15.67,56.69,15.24,362.08,345,-235.01,-91.15,-141.33,-20.06,128.07,36.75,103.89,14.46
261.23,241.24,-201.72,-37.58,-167.83,-30.68,38.57,7.36,52.4,13.81,362.38,345.55,-231.86,-93.73,-144.19,-18.91,124.92,36.46,108.19,10.73
257.81,241.92,-206.87,-28.41,-169.27,-29.82,35.13,3.07,50.96,12.09,363.73,347.5,-232.44,-100.61,-144.19,-15.47,125.78,38.18,103.6,11.59
261.29,242.59,-198.56,-33,-170.98,-26.38,36.85,4.5,55.26,11.81,364.58,348.05,-237.59,-97.17,-145.34,-21.2,125.21,30.45,103.32,12.45
262.45,244.36,-202.58,-31.85,-172.99,-24.37,36.56,8.8,60.99,13.81,363.36,348.42,-234.15,-90.58,-146.2,-15.47,128.07,36.46,105.61,12.45
264.1,241.98,-204.01,-34.72,-172.7,-28.1,36.28,5.07,53.26,16.68,370.2,349.27,-234.73,-95.16,-143.33,-20.06,126.35,33.88,105.32,4.71
264.71,245.82,-206.3,-22.11,-168.41,-28.1,37.71,7.08,58.41,12.38,361.59,350.13,-234.44,-93.73,-138.46,-15.47,125.78,37.32,105.61,6.43
263.67,246.92,-206.59,-19.81,-170.41,-30.96,31.41,8.8,53.26,14.38,365.07,349.64,-234.15,-93.73,-141.33,-25.5,127.21,36.18,104.75,14.74
266.42,247.53,-209.45,-27.84,-172.13,-30.1,35.13,7.94,61.28,12.09,369.71,353.05,-234.73,-96.02,-140.18,-18.34,129.51,33.88,106.75,12.16
267.03,249,-207.45,-31.85,-175.57,-29.53,38.28,6.5,56.69,15.53,364.52,350.25,-235.01,-93.44,-143.05,-21.2,126.64,36.18,106.75,11.88
267.64,249.79,-209.45,-31.28,-174.42,-32.11,35.42,11.95,55.55,14.67,370.26,356.23,-234.73,-92.01,-145.91,-15.19,128.93,37.04,107.61,11.59
268.37,249.97,-210.89,-34.72,-172.99,-37.84,38.86,8.51,52.4,13.53,368.91,350.25,-236.73,-93.73,-145.34,-15.19,130.37,35.6,109.33,12.45
268.98,250.89,-210.6,-30.42,-174.14,-33.83,35.42,5.36,53.83,14.38,358.11,355.25,-235.01,-85.99,-144.48,-27.22,128.07,37.04,108.47,11.3
270.94,251.99,-212.32,-35,-177,-30.39,36.56,10.52,57.55,14.67,364.09,357.57,-240.75,-95.16,-143.91,-22.92,131.51,34.17,109.91,12.16
272.4,253.7,-212.61,-31.85,-176.14,-36.69,37.14,9.94,58.13,17.82,371.84,354.7,-237.31,-92.87,-144.19,-18.05,129.79,41.05,109.05,11.88
270.08,254.12,-212.61,-33.57,-178.43,-34.69,37.71,7.36,56.41,15.82,372.76,359.89,-237.31,-96.02,-145.91,-17.19,131.8,35.03,108.76,10.73
278.87,255.1,-214.9,-34.72,-179.29,-33.54,38.57,7.94,58.41,18.11,370.99,356.78,-239.31,-90.87,-145.34,-20.63,130.65,36.75,109.33,13.6
280.33,255.89,-212.89,-31.28,-178.43,-31.53,41.44,8.22,59.27,15.82,370.81,357.57,-234.44,-92.3,-145.91,-18.05,136.1,35.03,117.07,11.3
272.52,257.66,-213.75,-34.72,-179.01,-29.24,37.14,7.08,59.85,14.1,375.69,358.3,-231.86,-88.29,-145.62,-17.77,128.36,35.32,109.05,15.89
276.86,256.63,-216.04,-35.29,-179.58,-33.25,34.27,11.38,59.27,15.24,375.45,358.06,-239.31,-88.29,-143.91,-16.33,130.94,38.18,112.2,12.16
276.25,262.3,-216.62,-34.43,-181.59,-24.37,40.58,8.51,58.99,13.53,375.93,362.09,-237.02,-86.28,-146.2,-17.48,131.8,49.36,112.49,11.59
277.47,253.94,-217.48,-34.72,-182.45,-30.39,40,9.66,59.27,13.53,376.42,361.72,-239.03,-100.32,-146.77,-16.33,131.51,37.32,107.61,13.02
277.89,262.79,-217.76,-35.29,-182.45,-32.68,40.86,7.36,58.13,14.38,377.34,361.11,-237.59,-92.58,-146.77,-17.19,130.08,39.9,109.33,9.87
280.94,262.42,-219.77,-33.86,-182.16,-30.96,42.87,10.23,59.27,14.1,378.01,361.9,-242.18,-105.19,-146.48,-16.62,131.8,39.62,110.19,10.44
282.04,262.91,-219.2,-34.14,-183.59,-32.68,38.86,7.36,59.85,13.81,379.29,364.41,-238.74,-92.58,-145.34,-19.49,133.8,37.61,111.91,15.89
279.54,263.71,-221.78,-36.72,-184.45,-34.4,36.56,11.66,58.7,17.25,380.76,363.67,-237.59,-89.72,-147.06,-10.6,132.66,37.32,111.05,9.59
281.8,267.86,-219.77,-33.57,-184.74,-30.96,45.16,10.52,55.83,16.96,377.89,363.43,-238.17,-92.87,-145.05,-18.63,131.8,37.32,112.77,14.17
282.9,266.45,-217.76,-33.57,-184.74,-31.82,42.01,9.94,62.71,18.68,388.39,365.99,-240.46,-95.74,-145.62,-20.06,132.66,38.76,115.35,20.76
284.91,266.21,-222.06,-26.12,-187.03,-33.25,44.01,13.1,61.57,17.25,375.69,366.36,-240.46,-92.01,-149.92,-19.77,133.23,39.04,112.49,15.89
284.18,267.06,-225.21,-34.43,-188.18,-34.11,41.72,8.51,60.99,16.1,392.41,365.57,-242.18,-94.3,-149.64,-15.19,135.52,37.32,112.49,12.16
285.16,267.55,-222.35,-35.86,-187.6,-31.82,44.59,15.96,60.13,12.09,380.82,367.76,-240.46,-98.6,-146.48,-17.77,131.23,36.18,114.2,14.17
285.89,268.77,-222.06,-35,-185.88,-32.97,40,9.37,60.99,15.82,386.19,364.41,-242.18,-94.59,-149.35,-11.46,134.38,43.05,112.49,9.87
287.35,270.24,-224.35,-31.85,-190.18,-33.25,43.44,10.23,63.28,19.54,384.48,367.09,-241.6,-95.45,-147.63,-11.75,132.37,39.9,113.92,19.61
288.27,270.05,-227.79,-37.87,-189.04,-34.11,43.44,9.37,65,16.96,388.39,376.49,-244.47,-93.16,-150.5,-17.19,139.25,38.18,112.49,15.32
288.33,272.49,-225.79,-37.58,-190.47,-34.11,45.73,8.8,56.98,15.24,385.88,374.05,-246.19,-88.29,-146.2,-12.32,135.24,38.47,114.49,14.46
291.32,274.14,-225.21,-37.87,-186.17,-32.68,45.45,9.66,59.85,12.09,389.24,369.17,-243.32,-95.16,-146.2,-15.76,131.8,41.91,115.64,15.03
292.79,274.14,-226.65,-38.15,-192.19,-37.55,44.3,11.95,63.86,18.11,386.92,375.27,-241.6,-95.16,-150.21,-15.19,135.24,39.62,117.93,14.46
291.69,274.69,-228.65,-35.29,-191.04,-33.25,45.45,7.65,62.42,16.68,386.31,370.02,-245.04,-88.86,-150.5,-17.77,135.24,40.48,115.35,15.6
293.33,275.06,-227.51,-35.58,-191.62,-30.96,44.3,9.94,63.86,18.11,390.03,373.2,-251.35,-93.44,-148.2,-16.05,136.1,30.45,116.5,14.46
291.02,276.64,-230.95,-38.73,-192.19,-30.96,45.16,7.94,62.71,19.54,386.8,373.81,-249.34,-96.02,-151.07,-8.6,138.68,41.91,113.34,13.31
294.25,278.54,-228.94,-36.43,-196.49,-32.68,43.44,10.23,65.58,19.83,390.83,375.7,-242.46,-92.01,-149.64,-20.63,135.52,39.9,113.34,15.6
296.33,276.46,-229.8,-37.29,-195.05,-31.53,43.73,7.36,64.72,14.1,384.3,376.13,-241.6,-97.74,-149.92,-15.47,136.96,39.62,109.62,16.46
299.26,278.72,-232.09,-39.3,-194.48,-32.68,42.58,9.94,63.57,17.54,393.21,379.06,-251.92,-88,-149.64,-19.49,137.24,38.76,114.49,17.32
297.18,278.66,-229.51,-40.45,-193.62,-31.53,45.45,5.07,61.85,18.68,390.22,379.97,-245.04,-90.87,-151.93,-12.32,134.66,37.61,118.22,12.45
300.54,279.94,-233.81,-36.43,-193.91,-34.69,44.01,4.5,63.57,16.1,393.21,376.37,-247.91,-98.89,-151.64,-19.49,139.82,42.19,118.22,17.32
299.01,280.25,-234.1,-37.87,-197.35,-33.25,45.16,11.66,67.3,13.53,392.17,387.05,-242.18,-92.01,-156.23,-17.77,139.54,37.9,113.63,13.88
300.23,282.5,-242.69,-37.58,-199.07,-33.83,44.01,9.08,63.57,16.39,391.99,375.27,-247.62,-96.6,-152.22,-17.77,138.68,41.91,118.22,31.08
301.15,282.75,-229.8,-40.45,-197.63,-31.53,43.73,13.1,62.14,18.11,388.93,382.6,-247.34,-99.75,-148.2,-19.77,138.68,37.32,115.64,15.03
303.65,283.42,-234.38,-37.58,-197.63,-33.83,43.73,9.94,72.45,20.98,400.59,383.94,-245.33,-98.89,-153.36,-17.19,137.24,38.47,117.93,17.32
302.86,285.43,-234.1,-37.58,-197.06,-32.68,42.01,12.52,64.72,20.4,393.21,384.37,-253.35,-97.46,-145.05,-19.77,139.54,46.21,118.22,15.6
303.53,286.17,-235.53,-32.42,-201.36,-31.82,43.73,11.95,67.87,16.39,397.78,390.84,-249.34,-90.58,-151.93,-14.9,136.1,35.6,117.93,16.46
302.19,287.14,-236.68,-35.86,-200.79,-29.53,45.16,10.23,67.58,15.82,391.8,377.29,-250.77,-92.3,-150.78,-18.34,149.85,41.91,117.93,17.9
303.47,288.67,-237.25,-38.73,-200.79,-33.83,45.73,9.08,67.87,29,401.69,386.07,-244.47,-96.6,-154.22,-13.18,136.1,38.47,116.78,13.02
308.23,289.4,-238.4,-36.72,-202.22,-32.97,46.88,10.8,67.58,16.68,387.47,384.06,-240.17,-93.73,-150.78,-15.47,137.82,41.91,120.51,19.61
306.7,289.83,-236.68,-40.45,-201.65,-32.68,43.44,14.24,66.15,17.54,391.19,388.21,-246.76,-88,-152.5,-16.33,140.68,38.18,113.34,17.32
308.96,290.26,-238.97,-36.43,-200.79,-34.11,42.29,12.81,66.15,19.54,398.82,385.16,-250.77,-98.32,-153.65,-11.75,140.4,56.24,121.65,13.88
309.33,292.82,-239.26,-38.15,-203.08,-33.83,46.88,11.09,66.72,16.96,400.16,390.29,-250.77,-94.59,-151.64,-17.48,145.55,42.48,122.8,15.32
308.78,290.32,-241.83,-36.72,-202.5,-34.4,47.45,10.52,66.72,16.68,401.08,381.5,-245.04,-98.32,-151.36,-20.06,136.38,42.77,119.94,17.04
315.98,294.65,-241.26,-39.3,-204.22,-32.11,46.31,10.8,68.44,17.54,400.29,388.58,-252.78,-100.32,-152.22,-17.77,141.25,42.48,120.22,15.6
308.65,294.77,-240.69,-34.72,-204.8,-32.11,43.73,12.81,67.87,18.68,403.09,389.31,-250.77,-92.3,-149.35,-17.77,140.68,39.62,120.8,23.05
318.48,295.93,-243.55,-32.71,-205.37,-32.11,42.01,11.66,69.59,16.68,400.71,390.71,-253.35,-96.31,-156.51,-16.91,141.54,40.19,119.94,15.6
312.44,296.42,-245.85,-38.73,-205.37,-33.54,44.59,12.52,67.87,18.68,404.07,391.02,-251.92,-93.16,-149.64,-17.77,142.11,39.62,121.94,14.46
314.03,298.43,-242.98,-34.43,-205.08,-33.54,44.59,13.38,67.01,19.83,400.29,392.24,-249.63,-95.45,-158.23,-21.78,143.26,42.19,119.36,13.31
314.03,298.25,-241.26,-40.45,-202.79,-32.68,48.03,9.94,66.44,20.4,408.71,390.77,-251.63,-94.02,-149.06,-19.2,141.25,41.91,122.51,17.32
315.25,302.89,-241.83,-35.86,-208.24,-33.83,48.03,12.52,73.31,20.4,404.01,394.07,-253.07,-100.61,-157.95,-21.49,140.68,44.2,120.51,15.03
315.43,300.27,-246.42,-39.3,-209.1,-29.82,46.31,16.25,73.31,17.54,407.06,390.29,-249.91,-91.15,-153.08,-23.21,144.69,44.49,120.51,17.61
316.96,301,-246.99,-39.3,-208.24,-33.25,46.02,18.25,68.73,18.11,406.33,397.67,-250.77,-98.32,-154.51,-11.46,144.12,37.04,123.66,16.75
318.3,302.1,-246.71,-30.7,-208.52,-31.53,48.03,11.66,67.58,18.97,400.59,396.08,-250.49,-93.16,-152.79,-24.07,146.13,44.2,123.66,15.6
318.48,303.62,-245.56,-33.57,-209.67,-30.68,46.88,12.52,71.02,16.1,412.55,400.42,-255.65,-96.6,-155.65,-12.32,144.41,38.47,120.22,23.34
319.21,304.42,-246.71,-41.31,-206.8,-31.53,47.74,11.66,73.31,18.11,412.74,394.68,-253.64,-93.16,-149.64,-20.06,148.99,39.9,125.95,15.32
320.07,304.97,-248.14,-40.45,-210.24,-32.11,46.31,11.38,72.17,20.98,415.36,399.26,-250.77,-96.02,-154.51,-21.2,141.25,43.91,122.8,18.75
322.02,306.37,-248.14,-42.17,-213.39,-30.39,48.03,10.23,70.73,22.12,412.68,400.6,-253.07,-97.46,-154.22,-16.62,148.13,41.91,127.1,17.32
322.69,306.98,-249.86,-34.14,-211.67,-32.97,49.17,9.94,69.02,24.7,409.81,398.83,-248.48,-87.43,-154.79,-13.75,146.41,45.63,124.81,18.47
322.02,308.57,-248.71,-42.45,-211.67,-37.84,45.73,8.8,70.16,16.68,412.62,397.98,-253.07,-98.32,-155.65,-18.05,145.84,37.61,124.52,14.74
323.06,308.2,-250.14,-41.59,-213.97,-27.24,44.87,11.38,72.45,14.38,411.27,397.73,-253.07,-98.6,-158.52,-18.63,148.42,40.19,126.24,16.75
325.93,310.15,-248.14,-41.88,-212.25,-31.53,46.02,13.95,71.31,20.4,414.51,400.23,-259.37,-98.32,-154.22,-16.33,146.13,46.49,126.24,13.88
324.95,310.28,-251,-43.31,-209.38,-36.98,42.29,8.8,72.45,18.68,411.94,401.76,-255.07,-97.74,-155.65,-17.77,143.55,44.2,130.82,12.16
324.16,311.43,-250.43,-42.17,-213.97,-28.67,47.74,10.8,71.02,18.4,414.51,405.12,-256.51,-87.14,-157.66,-18.91,144.69,45.63,127.39,18.47
327.09,312.47,-251.29,-38.15,-215.11,-30.39,48.03,12.81,70.45,22.12,416.46,399.62,-250.77,-88.29,-158.81,-14.33,143.26,47.07,127.1,17.9
327.94,313.75,-251.29,-44.74,-213.97,-37.27,45.16,10.8,70.73,20.69,416.71,406.03,-258.22,-90.29,-156.23,-20.35,145.84,43.05,125.95,18.47
329.16,315.34,-252.72,-39.01,-215.11,-29.82,48.31,15.67,73.6,20.4,419.27,402.13,-254.21,-90.29,-154.22,-17.19,148.13,41.91,128.82,13.31
330.08,314.91,-255.59,-44.17,-215.11,-35.26,44.3,10.8,72.74,20.4,410.24,405.61,-255.65,-91.44,-150.78,-12.61,148.13,44.2,126.53,14.74
329.16,315.28,-254.73,-41.59,-216.83,-32.11,46.31,11.38,69.3,18.68,422.69,406.34,-252.49,-96.02,-153.08,-15.47,146.41,42.77,129.39,18.75
327.39,316.93,-258.74,-41.02,-217.69,-32.97,44.59,9.08,76.47,17.54,414.51,407.38,-256.51,-92.3,-158.81,-20.63,146.41,47.35,120.22,13.6
332.46,317.6,-254.73,-41.31,-216.55,-34.11,45.45,9.08,70.73,19.26,422.08,409.33,-253.35,-97.46,-158.52,-25.22,147.27,47.07,133.98,19.61
333.25,317.9,-255.3,-44.74,-217.98,-32.11,46.59,11.09,70.45,22.41,419.88,407.01,-253.93,-98.32,-155.65,-16.91,149.28,48.5,129.39,18.18
334.05,320.04,-254.44,-45.89,-219.98,-30.1,47.45,7.65,74.17,21.26,420.31,407.93,-255.93,-94.88,-155.94,-17.77,151.28,45.35,129.68,18.75
333.62,320.16,-257.88,-42.74,-220.27,-31.25,50.89,14.24,74.75,22.98,425.68,409.21,-257.08,-91.72,-157.66,-15.47,151.57,46.49,132.54,21.05
336.24,323.09,-257.88,-45.6,-219.7,-32.97,46.88,7.36,70.73,22.12,421.95,407.19,-251.06,-98.6,-150.21,-17.48,150.42,42.48,134.26,19.04
336.36,319.8,-258.45,-45.6,-221.42,-34.4,48.89,11.95,72.74,19.26,424.21,414.76,-259.37,-96.6,-159.67,-19.49,148.99,40.19,130.54,19.04
338.38,322.06,-255.87,-37.01,-220.56,-31.53,50.32,12.52,77.33,19.26,422.02,407.38,-254.79,-93.44,-155.65,-19.2,148.99,49.36,131.68,18.75
338.2,324.01,-259.03,-46.18,-220.56,-31.53,50.03,9.94,75.03,22.98,422.69,417.26,-251.63,-96.31,-159.38,-20.06,148.71,40.76,129.68,18.47
341.25,322.6,-263.33,-40.73,-220.84,-34.69,49.75,10.8,74.46,20.98,425.62,412.14,-252.21,-96.02,-160.24,-16.62,152.43,47.07,131.97,19.04
341.61,324.74,-259.03,-43.89,-222.56,-32.97,48.03,11.38,72.45,18.11,424.15,415.62,-253.07,-93.73,-159.95,-19.49,151,45.63,134.84,17.9
334.9,325.47,-259.89,-38.15,-221.13,-33.83,50.6,11.95,81.05,22.69,427.81,415.43,-255.93,-92.01,-157.95,-18.63,149.85,43.91,137.13,17.9
341.74,326.75,-259.31,-40.45,-223.42,-32.11,52.04,12.52,76.47,20.98,426.47,414.7,-253.07,-89.72,-160.24,-15.47,151.57,46.21,133.4,18.75
343.32,324.44,-261.03,-43.31,-227.15,-31.25,53.76,10.8,78.76,24.41,428.85,414.27,-258.51,-91.44,-158.81,-18.63,148.99,48.21,130.82,17.32
343.2,328.28,-260.75,-44.46,-220.84,-33.54,48.6,11.38,74.75,20.4,422.99,420.68,-256.51,-91.72,-159.67,-20.92,151.28,49.36,133.12,20.47
343.75,328.83,-263.9,-48.18,-223.42,-30.96,50.32,13.95,75.89,23.55,434.89,412.5,-255.36,-97.17,-157.95,-19.77,152.14,45.63,133.98,19.04
